Accession,Release_Date,Species,Length,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title,Protein_Type
QED88033,2019-08-20T00:00:00Z,Human coronavirus NL63,1355,China,Homo sapiens,oronasopharynx,2018-09-01,spike glycoprotein [Human coronavirus NL63],spike glycoprotein
QED88012,2019-08-20T00:00:00Z,Human coronavirus NL63,1355,China,Homo sapiens,oronasopharynx,2018-08-15,spike glycoprotein [Human coronavirus NL63],spike glycoprotein
QED88019,2019-08-20T00:00:00Z,Human coronavirus NL63,1355,China,Homo sapiens,oronasopharynx,2018-07-13,spike glycoprotein [Human coronavirus NL63],spike glycoprotein
QED88026,2019-08-20T00:00:00Z,Human coronavirus NL63,1356,China,Homo sapiens,oronasopharynx,2018-08-14,spike glycoprotein [Human coronavirus NL63],spike glycoprotein
QDH43736,2019-07-07T00:00:00Z,Human coronavirus NL63,1355,Kenya,Homo sapiens,oronasopharynx,2018-01-29,spike protein [Human coronavirus NL63],spike protein
ANZ78840,2019-02-28T00:00:00Z,Betacoronavirus 1,1358,China: Beijing,Homo sapiens,oronasopharynx,2014-04,spike protein [Human coronavirus OC43],spike protein
ANZ78841,2019-02-28T00:00:00Z,Betacoronavirus 1,1362,China: Beijing,Homo sapiens,oronasopharynx,2015-04,spike protein [Human coronavirus OC43],spike protein
ANZ78837,2019-02-28T00:00:00Z,Betacoronavirus 1,1358,China: Beijing,Homo sapiens,oronasopharynx,2014-05,spike protein [Human coronavirus OC43],spike protein
ANZ78844,2019-02-28T00:00:00Z,Betacoronavirus 1,1358,China: Beijing,Homo sapiens,oronasopharynx,2015-06,spike protein [Human coronavirus OC43],spike protein
ANZ78849,2019-02-28T00:00:00Z,Betacoronavirus 1,1358,China: Shenzhen,Homo sapiens,"lung, oronasopharynx",2014,spike protein [Human coronavirus OC43],spike protein
ANZ78847,2019-02-28T00:00:00Z,Betacoronavirus 1,1362,China: Beijing,Homo sapiens,oronasopharynx,2015-07,spike protein [Human coronavirus OC43],spike protein
ANZ78848,2019-02-28T00:00:00Z,Betacoronavirus 1,1358,China: Harbin,Homo sapiens,"lung, oronasopharynx",2014,spike protein [Human coronavirus OC43],spike protein
ANZ78834,2019-02-28T00:00:00Z,Betacoronavirus 1,1358,China: Beijing,Homo sapiens,oronasopharynx,2014-04,spike protein [Human coronavirus OC43],spike protein
ANZ78842,2019-02-28T00:00:00Z,Betacoronavirus 1,1362,China: Beijing,Homo sapiens,oronasopharynx,2015-05,spike protein [Human coronavirus OC43],spike protein
ANZ78836,2019-02-28T00:00:00Z,Betacoronavirus 1,1358,China: Beijing,Homo sapiens,oronasopharynx,2014-05,spike protein [Human coronavirus OC43],spike protein
ANZ78835,2019-02-28T00:00:00Z,Betacoronavirus 1,1358,China: Beijing,Homo sapiens,oronasopharynx,2014-04,spike protein [Human coronavirus OC43],spike protein
ANZ78839,2019-02-28T00:00:00Z,Betacoronavirus 1,1358,China: Beijing,Homo sapiens,oronasopharynx,2014-04,spike protein [Human coronavirus OC43],spike protein
ANZ78846,2019-02-28T00:00:00Z,Betacoronavirus 1,1358,China: Beijing,Homo sapiens,oronasopharynx,2015-06,spike protein [Human coronavirus OC43],spike protein
ANZ78838,2019-02-28T00:00:00Z,Betacoronavirus 1,1358,China: Beijing,Homo sapiens,oronasopharynx,2013-08,spike protein [Human coronavirus OC43],spike protein
ANZ78843,2019-02-28T00:00:00Z,Betacoronavirus 1,1364,China: Beijing,Homo sapiens,oronasopharynx,2015-06,spike protein [Human coronavirus OC43],spike protein
ANZ78845,2019-02-28T00:00:00Z,Betacoronavirus 1,1358,China: Beijing,Homo sapiens,oronasopharynx,2015-06,spike protein [Human coronavirus OC43],spike protein
AZS52618,2019-01-09T00:00:00Z,Human coronavirus HKU1,1351,USA,Homo sapiens,,2017,spike glycoprotein [Human coronavirus HKU1],spike glycoprotein
AZP73840,2018-12-25T00:00:00Z,Betacoronavirus 1,1358,"USA: Little Rock, Arkansas",Homo sapiens,oronasopharynx,2016-12-19,spike protein [Human coronavirus OC43],spike protein
AYN64561,2018-10-29T00:00:00Z,Human coronavirus HKU1,1351,Thailand,Homo sapiens,,2017-06-04,spike glycoprotein [Human coronavirus HKU1],spike glycoprotein
AIW52835,2018-08-31T00:00:00Z,Human coronavirus NL63,1356,China,Homo sapiens,,2007,spike protein [Human coronavirus NL63],spike protein
AIW52839,2018-08-31T00:00:00Z,Human coronavirus NL63,1356,China,Homo sapiens,,2007,spike protein [Human coronavirus NL63],spike protein
AIW52744,2018-08-31T00:00:00Z,Human coronavirus 229E,1171,China,Homo sapiens,oronasopharynx,2009,spike glycoprotein [Human coronavirus 229E],spike glycoprotein
AIW52842,2018-08-31T00:00:00Z,Human coronavirus NL63,1356,China,Homo sapiens,,2008,spike protein [Human coronavirus NL63],spike protein
AIW52751,2018-08-31T00:00:00Z,Human coronavirus 229E,1170,China,Homo sapiens,,2008,spike glycoprotein [Human coronavirus 229E],spike glycoprotein
AIW52748,2018-08-31T00:00:00Z,Human coronavirus 229E,1170,China,Homo sapiens,,2007,spike glycoprotein [Human coronavirus 229E],spike glycoprotein
AIW52737,2018-08-31T00:00:00Z,Human coronavirus 229E,1171,China,Homo sapiens,,2010,spike glycoprotein [Human coronavirus 229E],spike glycoprotein
AIW52730,2018-08-31T00:00:00Z,Human coronavirus 229E,1171,China,Homo sapiens,,2009,spike glycoprotein [Human coronavirus 229E],spike glycoprotein
AIW52738,2018-08-31T00:00:00Z,Human coronavirus 229E,1171,China,Homo sapiens,,2010,spike glycoprotein [Human coronavirus 229E],spike glycoprotein
AIW52739,2018-08-31T00:00:00Z,Human coronavirus 229E,1171,China,Homo sapiens,,2010,spike glycoprotein [Human coronavirus 229E],spike glycoprotein
AIW52829,2018-08-31T00:00:00Z,Human coronavirus NL63,1356,China,Homo sapiens,,2008,spike protein [Human coronavirus NL63],spike protein
AIW52832,2018-08-31T00:00:00Z,Human coronavirus NL63,1356,China,Homo sapiens,,2008,spike protein [Human coronavirus NL63],spike protein
AIW52831,2018-08-31T00:00:00Z,Human coronavirus NL63,1356,China,Homo sapiens,,2008,spike protein [Human coronavirus NL63],spike protein
AIW52843,2018-08-31T00:00:00Z,Human coronavirus NL63,1356,China,Homo sapiens,,2008,spike protein [Human coronavirus NL63],spike protein
AIW52845,2018-08-31T00:00:00Z,Human coronavirus NL63,1356,China,Homo sapiens,,2008,spike protein [Human coronavirus NL63],spike protein
AIW52846,2018-08-31T00:00:00Z,Human coronavirus NL63,1356,China,Homo sapiens,,2008,spike protein [Human coronavirus NL63],spike protein
AIW52830,2018-08-31T00:00:00Z,Human coronavirus NL63,1356,China,Homo sapiens,,2010,spike protein [Human coronavirus NL63],spike protein
AIW52844,2018-08-31T00:00:00Z,Human coronavirus NL63,1356,China,Homo sapiens,,2007,spike protein [Human coronavirus NL63],spike protein
AIW52837,2018-08-31T00:00:00Z,Human coronavirus NL63,1356,China,Homo sapiens,,2007,spike protein [Human coronavirus NL63],spike protein
AIW52740,2018-08-31T00:00:00Z,Human coronavirus 229E,1171,China,Homo sapiens,,2010,spike glycoprotein [Human coronavirus 229E],spike glycoprotein
AIW52836,2018-08-31T00:00:00Z,Human coronavirus NL63,1356,China,Homo sapiens,,2007,spike protein [Human coronavirus NL63],spike protein
AIW52838,2018-08-31T00:00:00Z,Human coronavirus NL63,1356,China,Homo sapiens,,2007,spike protein [Human coronavirus NL63],spike protein
AIW52731,2018-08-31T00:00:00Z,Human coronavirus 229E,1171,China,Homo sapiens,,2009,spike glycoprotein [Human coronavirus 229E],spike glycoprotein
AIW52732,2018-08-31T00:00:00Z,Human coronavirus 229E,1171,China,Homo sapiens,,2009,spike glycoprotein [Human coronavirus 229E],spike glycoprotein
AIW52733,2018-08-31T00:00:00Z,Human coronavirus 229E,1171,China,Homo sapiens,,2009,spike glycoprotein [Human coronavirus 229E],spike glycoprotein
AIW52734,2018-08-31T00:00:00Z,Human coronavirus 229E,1171,China,Homo sapiens,,2009,spike glycoprotein [Human coronavirus 229E],spike glycoprotein
AIW52741,2018-08-31T00:00:00Z,Human coronavirus 229E,1171,China,Homo sapiens,,2011,spike glycoprotein [Human coronavirus 229E],spike glycoprotein
AIW52754,2018-08-31T00:00:00Z,Human coronavirus 229E,1170,China,Homo sapiens,oronasopharynx,2005,spike glycoprotein [Human coronavirus 229E],spike glycoprotein
AIW52752,2018-08-31T00:00:00Z,Human coronavirus 229E,1170,China,Homo sapiens,,2008,spike glycoprotein [Human coronavirus 229E],spike glycoprotein
AIW52753,2018-08-31T00:00:00Z,Human coronavirus 229E,1170,China,Homo sapiens,,2008,spike glycoprotein [Human coronavirus 229E],spike glycoprotein
AIW52755,2018-08-31T00:00:00Z,Human coronavirus 229E,1170,China,Homo sapiens,oronasopharynx,2009,spike glycoprotein [Human coronavirus 229E],spike glycoprotein
AIW52728,2018-08-31T00:00:00Z,Human coronavirus 229E,1171,China,Homo sapiens,oronasopharynx,2011,spike glycoprotein [Human coronavirus 229E],spike glycoprotein
AIW52735,2018-08-31T00:00:00Z,Human coronavirus 229E,1171,China,Homo sapiens,,2010,spike glycoprotein [Human coronavirus 229E],spike glycoprotein
AIW52750,2018-08-31T00:00:00Z,Human coronavirus 229E,1170,China,Homo sapiens,,2009,spike glycoprotein [Human coronavirus 229E],spike glycoprotein
AIW52841,2018-08-31T00:00:00Z,Human coronavirus NL63,1356,China,Homo sapiens,,2007,spike protein [Human coronavirus NL63],spike protein
AIW52847,2018-08-31T00:00:00Z,Human coronavirus NL63,1356,China,Homo sapiens,,2008,spike protein [Human coronavirus NL63],spike protein
AIW52833,2018-08-31T00:00:00Z,Human coronavirus NL63,1356,China,Homo sapiens,,2008,spike protein [Human coronavirus NL63],spike protein
AIW52742,2018-08-31T00:00:00Z,Human coronavirus 229E,1171,China,Homo sapiens,oronasopharynx,2009,spike glycoprotein [Human coronavirus 229E],spike glycoprotein
AIW52749,2018-08-31T00:00:00Z,Human coronavirus 229E,1170,China,Homo sapiens,,2007,spike glycoprotein [Human coronavirus 229E],spike glycoprotein
AIW52729,2018-08-31T00:00:00Z,Human coronavirus 229E,1171,China,Homo sapiens,,2009,spike glycoprotein [Human coronavirus 229E],spike glycoprotein
AIW52747,2018-08-31T00:00:00Z,Human coronavirus 229E,1171,China,Homo sapiens,,2011,spike glycoprotein [Human coronavirus 229E],spike glycoprotein
AIW52746,2018-08-31T00:00:00Z,Human coronavirus 229E,1171,China,Homo sapiens,,2011,spike glycoprotein [Human coronavirus 229E],spike glycoprotein
AIW52743,2018-08-31T00:00:00Z,Human coronavirus 229E,1171,China,Homo sapiens,oronasopharynx,2009,spike glycoprotein [Human coronavirus 229E],spike glycoprotein
AIW52745,2018-08-31T00:00:00Z,Human coronavirus 229E,1171,China,Homo sapiens,,2011,spike glycoprotein [Human coronavirus 229E],spike glycoprotein
AIW52757,2018-08-31T00:00:00Z,Human coronavirus 229E,1170,China,Homo sapiens,,2009,spike glycoprotein [Human coronavirus 229E],spike glycoprotein
AIW52736,2018-08-31T00:00:00Z,Human coronavirus 229E,1171,China,Homo sapiens,,2010,spike glycoprotein [Human coronavirus 229E],spike glycoprotein
AIW52756,2018-08-31T00:00:00Z,Human coronavirus 229E,1170,China,Homo sapiens,oronasopharynx,2005,spike glycoprotein [Human coronavirus 229E],spike glycoprotein
AIW52840,2018-08-31T00:00:00Z,Human coronavirus NL63,1356,China,Homo sapiens,,2008,spike protein [Human coronavirus NL63],spike protein
AIW52834,2018-08-31T00:00:00Z,Human coronavirus NL63,1356,China,Homo sapiens,,2008,spike protein [Human coronavirus NL63],spike protein
AWW13566,2018-07-02T00:00:00Z,Betacoronavirus 1,1359,Cote d'Ivoire,Homo sapiens,,2016-12-10,spike protein [Human coronavirus OC43],spike protein
AWW13575,2018-07-02T00:00:00Z,Betacoronavirus 1,1359,Cote d'Ivoire,Homo sapiens,,2016-12-10,spike protein [Human coronavirus OC43],spike protein
AWO68988,2018-06-06T00:00:00Z,Human coronavirus NL63,732,Kenya,Homo sapiens,,2012-06-15,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO68998,2018-06-06T00:00:00Z,Human coronavirus NL63,731,Kenya,Homo sapiens,,2013-06-17,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO68978,2018-06-06T00:00:00Z,Human coronavirus NL63,732,Kenya,Homo sapiens,,2010-06-04,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO68993,2018-06-06T00:00:00Z,Human coronavirus NL63,731,Kenya,Homo sapiens,,2013-04-12,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO68995,2018-06-06T00:00:00Z,Human coronavirus NL63,731,Kenya,Homo sapiens,,2013-05-04,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO68996,2018-06-06T00:00:00Z,Human coronavirus NL63,732,Kenya,Homo sapiens,,2013-05-25,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO68969,2018-06-06T00:00:00Z,Human coronavirus NL63,732,Kenya,Homo sapiens,,2010-05-15,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO69003,2018-06-06T00:00:00Z,Human coronavirus NL63,731,Kenya,Homo sapiens,,2014-01-26,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO69005,2018-06-06T00:00:00Z,Human coronavirus NL63,731,Kenya,Homo sapiens,,2014-05-27,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO68970,2018-06-06T00:00:00Z,Human coronavirus NL63,732,Kenya,Homo sapiens,,2010-05-18,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO69004,2018-06-06T00:00:00Z,Human coronavirus NL63,731,Kenya,Homo sapiens,,2014-02-21,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO68994,2018-06-06T00:00:00Z,Human coronavirus NL63,731,Kenya,Homo sapiens,,2013-05-03,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO68997,2018-06-06T00:00:00Z,Human coronavirus NL63,731,Kenya,Homo sapiens,,2013-05-26,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO68971,2018-06-06T00:00:00Z,Human coronavirus NL63,732,Kenya,Homo sapiens,,2010-05-19,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO68967,2018-06-06T00:00:00Z,Human coronavirus NL63,732,Kenya,Homo sapiens,,2010-05-11,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO68968,2018-06-06T00:00:00Z,Human coronavirus NL63,732,Kenya,Homo sapiens,,2010-05-14,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO68972,2018-06-06T00:00:00Z,Human coronavirus NL63,732,Kenya,Homo sapiens,,2010-05-20,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO68973,2018-06-06T00:00:00Z,Human coronavirus NL63,732,Kenya,Homo sapiens,,2010-05-20,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO68974,2018-06-06T00:00:00Z,Human coronavirus NL63,732,Kenya,Homo sapiens,,2010-05-20,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO68975,2018-06-06T00:00:00Z,Human coronavirus NL63,732,Kenya,Homo sapiens,,2010-05-21,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO68976,2018-06-06T00:00:00Z,Human coronavirus NL63,732,Kenya,Homo sapiens,,2010-05-24,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO68977,2018-06-06T00:00:00Z,Human coronavirus NL63,732,Kenya,Homo sapiens,,2010-06-01,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO68979,2018-06-06T00:00:00Z,Human coronavirus NL63,732,Kenya,Homo sapiens,,2010-06-04,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO68980,2018-06-06T00:00:00Z,Human coronavirus NL63,732,Kenya,Homo sapiens,,2010-06-20,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO68981,2018-06-06T00:00:00Z,Human coronavirus NL63,732,Kenya,Homo sapiens,,2010-08-09,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO68982,2018-06-06T00:00:00Z,Human coronavirus NL63,732,Kenya,Homo sapiens,,2011-03-28,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO68983,2018-06-06T00:00:00Z,Human coronavirus NL63,731,Kenya,Homo sapiens,,2011-03-30,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO68984,2018-06-06T00:00:00Z,Human coronavirus NL63,732,Kenya,Homo sapiens,,2011-05-12,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO68985,2018-06-06T00:00:00Z,Human coronavirus NL63,732,Kenya,Homo sapiens,,2011-05-20,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO68986,2018-06-06T00:00:00Z,Human coronavirus NL63,731,Kenya,Homo sapiens,,2011-06-06,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO68987,2018-06-06T00:00:00Z,Human coronavirus NL63,732,Kenya,Homo sapiens,,2011-07-26,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO68989,2018-06-06T00:00:00Z,Human coronavirus NL63,731,Kenya,Homo sapiens,,2012-07-27,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO68990,2018-06-06T00:00:00Z,Human coronavirus NL63,732,Kenya,Homo sapiens,,2012-08-21,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO68991,2018-06-06T00:00:00Z,Human coronavirus NL63,731,Kenya,Homo sapiens,,2012-11-19,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO68992,2018-06-06T00:00:00Z,Human coronavirus NL63,731,Kenya,Homo sapiens,,2013-04-08,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO68999,2018-06-06T00:00:00Z,Human coronavirus NL63,732,Kenya,Homo sapiens,,2013-06-18,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO69000,2018-06-06T00:00:00Z,Human coronavirus NL63,731,Kenya,Homo sapiens,,2013-12-09,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO69001,2018-06-06T00:00:00Z,Human coronavirus NL63,731,Kenya,Homo sapiens,,2014-01-21,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO69002,2018-06-06T00:00:00Z,Human coronavirus NL63,731,Kenya,Homo sapiens,,2014-01-24,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWO68966,2018-06-06T00:00:00Z,Human coronavirus NL63,731,Kenya,Homo sapiens,,2008-03-18,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
AWK59937,2018-05-22T00:00:00Z,Human coronavirus NL63,1356,Kenya,Homo sapiens,,2010-06-01,spike protein [Human coronavirus NL63],spike protein
AWK59955,2018-05-22T00:00:00Z,Human coronavirus NL63,1356,Kenya,Homo sapiens,,2010-06-01,spike protein [Human coronavirus NL63],spike protein
AWK59949,2018-05-22T00:00:00Z,Human coronavirus NL63,1356,Kenya,Homo sapiens,,2010-05-11,spike protein [Human coronavirus NL63],spike protein
AWK59973,2018-05-22T00:00:00Z,Human coronavirus NL63,1356,Kenya,Homo sapiens,,2010-05-24,spike protein [Human coronavirus NL63],spike protein
AWK59961,2018-05-22T00:00:00Z,Human coronavirus NL63,1356,Kenya,Homo sapiens,,2010-05-20,spike protein [Human coronavirus NL63],spike protein
AWK59931,2018-05-22T00:00:00Z,Human coronavirus NL63,1356,Kenya,Homo sapiens,,2010-05-19,spike protein [Human coronavirus NL63],spike protein
AWK59967,2018-05-22T00:00:00Z,Human coronavirus NL63,1356,Kenya,Homo sapiens,,2010-05-21,spike protein [Human coronavirus NL63],spike protein
AWK59943,2018-05-22T00:00:00Z,Human coronavirus NL63,1356,Kenya,Homo sapiens,,2010-06-04,spike protein [Human coronavirus NL63],spike protein
AWK59979,2018-05-22T00:00:00Z,Human coronavirus NL63,1356,Kenya,Homo sapiens,,2010-05-20,spike protein [Human coronavirus NL63],spike protein
AVQ05264,2018-03-31T00:00:00Z,Betacoronavirus 1,1362,"USA: Little Rock, Arkansas",Homo sapiens,oronasopharynx,2016-03-07,spike protein [Human coronavirus OC43],spike protein
AVR40342,2018-03-27T00:00:00Z,Betacoronavirus 1,1358,"USA: Albuquerque, New Mexico",Homo sapiens,oronasopharynx,2016-02-01,spike protein [Human coronavirus OC43],spike protein
AVR40344,2018-03-27T00:00:00Z,Betacoronavirus 1,1360,"USA: Albuquerque, New Mexico",Homo sapiens,oronasopharynx,2017-01-17,spike protein [Human coronavirus OC43],spike protein
AVL25571,2018-03-13T00:00:00Z,Human coronavirus NL63,840,France,Homo sapiens,,2011-02-21,"spike protein, partial [Human coronavirus NL63]","spike protein, partial"
